name,pos,height,weight,forty_yard,shuttle, vertical_jump,powerball,sparq
Deonte Garner,RB,5-6.5,168,4.90,4.31,32.8,32.0,74.82
Jameel Spencer,LB,6-0,207,4.75,4.81,33.0,32.0,74.79
Delvin Weems,RB,5-7,161,4.65,4.31,33.3,27.5,74.76
Quan Clark,RB,5-10.5,187,4.88,4.32,33.2,29.5,74.70
Don Mills,LB,5-11.5,214,4.92,4.53,28.8,34.5,74.61
Tra Malloy,DL,6-1,271,5.53,4.63,24.8,38.0,74.58
Max Staver,QB,6-5.5,238,5.12,4.44,27.6,33.5,74.55
Montel Buchanan,QB,5-8.5,168,4.84,4.30,27.8,34.5,74.55
Clay Fortin,DE,6-.5,205,5.11,4.40,27.6,36.5,74.52
Jordan De Graff,QB,5-11,154,4.80,4.20,33.6,29.0,74.49
Afolabi Laguda,S,6-0,194,4.94,4.67,33.2,35.0,74.46
Jermale Turner,S,6-0,183,4.82,4.46,30.8,33.0,74.46
Tevin Jones,DE,6-4,254,5.31,4.66,25.8,38.0,74.37
Davis Howell,WR,6-1,185,4.95,4.34,28.6,34.5,74.34
La Darius Young,RB,5-9,183,4.80,4.47,30.6,33.0,74.31
Keanu Mole,CB,5-10,168,4.84,4.27,31.3,31.0,74.22
Kahled Berklin,RB,5-10.5,187,4.81,4.53,29.7,34.5,74.19
Justin Lucas,LB,5-9,170,4.98,4.38,35.4,31.5,74.16
Jake Carlson,WR,6-2,183,4.76,4.41,27.0,34.0,74.13
Finis Stribling,RB,5-10.5,161,4.79,4.41,32.7,32.5,74.13
Brandon Thompson,RB,5-8.5,157,4.60,4.43,30.6,31.0,74.10
Antonio Messick,WR,6-3,194,4.84,4.60,32.8,32.5,74.07
Jalon Rogers,CB,5-3,148,4.75,4.37,32.1,32.5,74.04
Quincy Wolff,RB,5-10,194,4.82,4.38,26.6,33.5,74.04
Shavar Holliday,QB,5-11.5,172,4.77,4.39,31.9,31.0,73.92
Robert Turner,RB,5-5,176,4.98,4.40,34.2,32.0,73.80
Craig Thompson,S,6-.5,194,4.85,4.60,31.3,34.0,73.77
Jarrius Orr,WR,5-9,152,4.75,4.31,32.0,31.0,73.77
Ricardo Terry,CB,5-8.5,170,4.88,4.30,32.4,31.0,73.74
Austin Nelson,LB,5-11.5,240,5.31,4.62,29.4,36.0,73.65
Chase England,OL,6-2.5,212,5.10,4.40,28.8,34.0,73.65
Zackery Allen,RB,5-8,163,4.74,4.50,34.8,30.5,73.50
Garian Bradley,DL,5-10.5,234,5.09,4.70,29.0,36.0,73.44
Steve Osondu,S,5-8.5,168,4.89,4.31,32.9,31.0,73.38
Andrew Williams,DE,6-4,231,5.20,4.53,30.9,33.0,73.38
Dallin Finley,QB,5-7.5,150,4.95,4.22,30.0,34.0,73.23
Andra Smith,DL,6-3.5,269,5.36,4.60,25.3,36.0,73.23
October Scott,CB,6-.5,163,4.73,4.34,30.3,31.0,73.20
Asheton Hinton,DE,5-11,190,4.91,4.50,30.2,34.5,73.20
Michael Minter,DB,5-11,161,4.57,4.43,32.1,28.0,73.11
Deantre' Turman,S,5-10,154,4.83,4.03,30.9,26.0,73.08
Bj Clay,CB,6-0,161,4.68,4.28,29.0,30.0,73.08
Zach Sechler,RB,6-2,225,4.98,4.55,29.0,33.0,73.05
Jordan Veasy,WR,6-2,190,4.93,4.56,33.1,33.0,73.02
