name,pos,height,weight,forty_yard,shuttle, vertical_jump,powerball,sparq
Monte Hall,TE,5-8,170,5.32,4.90,21.6,25.0,27.87
Francky Delissaint,CB,5-10.5,176,5.50,5.09,24.0,26.5,27.84
Bryce Wallington,CB,5-7,117,5.29,4.65,26.2,21.0,27.69
Daniel Welch,QB,6-0,152,5.29,4.88,22.6,25.0,27.51
Austin Clark,DL,5-10,238,6.24,5.37,16.9,29.5,27.30
Henry Bernet,OL,6-1,187,5.57,5.16,24.4,25.0,27.21
Bobby Gray,WR,5-8,117,5.30,4.75,25.0,23.5,27.18
Artavis Dudley,OL,5-8,298,7.65,6.06,14.1,28.5,27.18
Christopher McCrea Jr,OL,6-5,227,5.99,5.22,18.5,28.0,27.06
Jeffrey Rose,QB,5-8.5,154,5.30,5.09,25.5,25.0,26.94
Collins Macauley,CB,5-8.5,139,5.20,5.03,28.2,22.5,26.94
Gabriel Loyola,RB,5-6,137,5.26,4.87,27.2,22.0,26.88
Gio Coco,RB,5-4,132,5.38,4.82,24.4,25.0,26.82
Alexander Curlin,WR,5-9,132,5.41,4.69,22.0,23.8,26.79
Dalton Lebeda,S,5-7.5,183,5.63,5.00,20.5,27.5,26.70
Reed Commer,WR,6-.5,148,5.50,4.90,25.0,25.5,26.64
Perrion Hopkinson,WR,5-8,159,5.32,4.91,25.5,22.0,26.43
Billy Zamora,S,5-5,137,5.26,4.94,24.0,24.5,26.28
Dante Innocent,RB,5-7,176,5.44,5.06,23.3,25.0,26.28
Daniel Ward,OL,5-10,269,6.47,5.50,16.1,27.0,26.10
Parker Arnett,WR,6-1,141,5.33,4.78,20.4,24.0,26.10
Steavin Santiago,OL,5-7,194,5.63,5.19,19.6,28.0,26.01
Khalil Harris,OL,5-10,227,6.10,5.00,16.9,27.5,25.98
William Johnson,OL,5-11,174,5.49,5.03,22.0,26.0,25.89
Joshua Forbes,OL,5-7,254,6.16,5.59,15.2,29.0,25.83
Andrew Hathcox,WR,5-9,128,5.33,4.75,18.2,24.0,25.71
Darian Griner,CB,5-7,132,5.19,5.03,24.5,24.0,25.62
Dionsha Burton,CB,5-8,139,5.25,5.12,25.6,24.5,25.56
Tyler Hallmark,LB,5-3,119,5.55,4.56,21.2,21.5,25.44
Maylings Brown Modeste,WR,5-6,104,5.41,4.72,28.8,21.5,25.38
Brandon Carbajal,LB,5-11.5,205,5.80,4.94,19.7,25.0,25.23
Torrance Gibson,RB,5-6,157,5.29,5.09,22.4,25.0,25.11
Scott Vertilus,DL,5-6,181,5.47,4.93,19.7,24.5,25.02
Rj Perry,DL,5-4.5,207,5.35,5.37,21.6,22.0,24.78
Lee Goodin,CB,5-5.5,119,5.17,5.06,21.7,25.0,24.78
Nicholas Rodriguez,DL,5-6,163,5.45,4.87,21.8,23.0,24.18
Aaron Wright,WR,5-10,139,5.49,5.03,26.0,25.0,24.15
Joshua Kelly,C,5-9,146,5.63,4.69,23.0,22.0,24.12
Rodney Innocent,DE,6-0,198,5.93,4.94,21.1,24.0,24.09
Joshua Calderon,S,5-5,141,5.39,4.91,22.1,24.0,24.00
Julius Daniel,DL,6-1,209,6.04,5.28,18.6,28.0,23.94
Darrin Simone,DL,6-2,225,5.92,5.81,18.7,28.0,23.82
